"Rayon","Sous-rayon","Catégorie","Code barre","Réf Fournisseur","Référence","Désignation","LIEN DAFY.COM","Marque","Fournisseur","Prix H.T.","Prix T.T.C.","Réel","Réservé","Dispo","P","Cde four.","Casier","Couleur","Taille","Code TVA","Condi.achat","Nomenclature.associée","Remplacement","Année","Dernier achat","Dernière vente","Prix achat bloqué","Prix vente bloqué","Sur internet"
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252459001130","A0B-13D1-","225245900113","SHOT RAW GSUP BK 11","https://www.dafy-moto.com/gants-devo-raw-shot-noir-blanc.html","","POWER SPORTS","241.67 Dh","290.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/21/2020","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT ACCESSOIRES MASQUES","7090012999013","A0D-29G3-03","709001299901","SHOT RECHARGES ROFF ASS","plus en ligne, conserver la fiche produit actuelle","","POWER SPORTS","91.67 Dh","110.00 Dh","000030","0.00","000030","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","TEE-SHIRTS","5821544999064","A0A-54A3-A02","582154499906","SHOT ROCK ENERGY TS . L","https://www.dafy-moto.com/t-shirt-rockstar-energy-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","1.00","000000","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","TEE-SHIRTS","5821544999057","A0A-54A3-A02","582154499905","SHOT ROCK ENERGY TS . M","https://www.dafy-moto.com/t-shirt-rockstar-energy-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","TEE-SHIRTS","5821544999071","A0A-54A3-A02","582154499907","SHOT ROCK ENERGY TS . XL","https://www.dafy-moto.com/t-shirt-rockstar-energy-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","BONNETS","5860118999017","A0A-50A2-A01","586011899901","SHOT ROCK MILES BONNET","https://www.dafy-moto.com/bonnet-rockstar-miles-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","CASQUETTES","5840832999067","A0A-58A2-A02","584083299906","SHOT ROCK OLLY CQT . L","https://www.dafy-moto.com/casquette-rockstar-olly-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","1.00","000000","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","CASQUETTES","5840832999043","A0A-58A2-A02","584083299904","SHOT ROCK OLLY CQT . S","https://www.dafy-moto.com/casquette-rockstar-olly-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","CASQUETTES","5840833999042","A0A-58A2-A03","584083399904","SHOT ROCK SUBLIM CQT . S","https://www.dafy-moto.com/casquette-rockstar-sublim-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","SPORTSWEAR","CASQUETTES","5840833999066","A0A-58A2-A03","584083399906","SHOT ROCK SUBLIM CQT. L","https://www.dafy-moto.com/casquette-rockstar-sublim-shot-noir-jaune.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252572999130","A0A-13B1-A01","225257299913","SHOT ROCKSTAR21 G . 11","https://www.dafy-moto.com/gants-contact-rockstar-2021-edition-limitee-shot-noir-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252572999154","A0A-13B1-A01","225257299915","SHOT ROCKSTAR21 G . 12","https://www.dafy-moto.com/gants-contact-rockstar-2021-edition-limitee-shot-noir-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252572999208","A0A-13B1-A01","225257299920","SHOT ROCKSTAR21 G . 13","https://www.dafy-moto.com/gants-contact-rockstar-2021-edition-limitee-shot-noir-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252572999093","A0A-13B1-A01","225257299909","SHOT ROCKSTAR21 G . 9","https://www.dafy-moto.com/gants-contact-rockstar-2021-edition-limitee-shot-noir-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224209999066","A0A-12B1-A01","222420999906","SHOT ROCKSTAR21 ML . L","https://www.dafy-moto.com/maillot-contact-rockstar-2021-edition-limitee-shot-noir-gris-jaune.html","","POWER SPORTS","491.67 Dh","590.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224209999073","A0A-12B1-A01","222420999907","SHOT ROCKSTAR21 ML . XL","https://www.dafy-moto.com/maillot-contact-rockstar-2021-edition-limitee-shot-noir-gris-jaune.html","","POWER SPORTS","491.67 Dh","590.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213113999026","A0A-11B1-A01","221311399902","SHOT ROCKSTAR21 PT . 32","https://www.dafy-moto.com/pantalon-contact-rockstar-2021-edition-limitee-shot-noir-gris-jaune.html","","POWER SPORTS","1,491.67 Dh","1,790.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213113999033","A0A-11B1-A01","221311399903","SHOT ROCKSTAR21 PT . 34","https://www.dafy-moto.com/pantalon-contact-rockstar-2021-edition-limitee-shot-noir-gris-jaune.html","","POWER SPORTS","1,491.67 Dh","1,790.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT ACCESSOIRES MASQUES","7090011999014","A0D-29G3-02","709001199901","SHOT ROFF SYS ASS/IRIS","plus en ligne, conserver la fiche produit actuelle","SHOT","POWER SPORTS","225.00 Dh","270.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","6/21/2020","","Oui","Oui",""
"Moto","BAGAGES","BAGAGES SOUPLES","0813986999011","A0J-42A1-A01","081398699901","SHOT SAC BANANE 2.0SUP","https://www.dafy-moto.com/sacoche-banane-2.0-shot-noir.html","","POWER SPORTS","325.00 Dh","390.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Moto","BAGAGES","BAGAGES SOUPLES","0813823001013","A0J-41F1-A01","081382300101","SHOT SAC HYDRABAGRANDO2","https://www.dafy-moto.com/poche-a-eau-hydra-bag-rando-2.0-shot-noir.html","","POWER SPORTS","491.67 Dh","590.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT BAGAGE/SAC DIVERS","2260764001011","A0B-41G1-A01","226076400101","SHOT SAC NYLON+POCHE EA","https://www.dafy-moto.com/poche-a-eau-sac-nylon-shot.html","","POWER SPORTS","158.33 Dh","190.00 Dh","000008","0.00","000008","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252574098114","A0A-13B3-","225257409811","SHOT SHINING G  NV 10","https://www.dafy-moto.com/gants-contact-shining-shot-navy-blanc-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252574098138","A0A-13B3-","225257409813","SHOT SHINING G  NV 11","https://www.dafy-moto.com/gants-contact-shining-shot-navy-blanc-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252574098152","A0A-13B3-","225257409815","SHOT SHINING G  NV 12","https://www.dafy-moto.com/gants-contact-shining-shot-navy-blanc-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252574098206","A0A-13B3-","225257409820","SHOT SHINING G  NV 13","https://www.dafy-moto.com/gants-contact-shining-shot-navy-blanc-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252574098077","A0A-13B3-","225257409807","SHOT SHINING G  NV 8","https://www.dafy-moto.com/gants-contact-shining-shot-navy-blanc-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224211098061","A0A-12B3-","222421109806","SHOT SHINING ML NV L","https://www.dafy-moto.com/maillot-contact-shining-shot-navy-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224211098078","A0A-12B3-","222421109807","SHOT SHINING ML NV XL","https://www.dafy-moto.com/maillot-contact-shining-shot-navy-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224211098085","A0A-12B3-","222421109808","SHOT SHINING ML NV XXL","https://www.dafy-moto.com/maillot-contact-shining-shot-navy-jaune.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213116098207","A0A-11B3-","221311609820","SHOT SHINING PT NV 28","https://www.dafy-moto.com/pantalon-contact-shining-shot-navy-jaune.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213116098023","A0A-11B3-","221311609802","SHOT SHINING PT NV 32","https://www.dafy-moto.com/pantalon-contact-shining-shot-navy-jaune.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213116098030","A0A-11B3-","221311609803","SHOT SHINING PT NV 34","https://www.dafy-moto.com/pantalon-contact-shining-shot-navy-jaune.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213116098047","A0A-11B3-","221311609804","SHOT SHINING PT NV 36","https://www.dafy-moto.com/pantalon-contact-shining-shot-navy-jaune.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213116098054","A0A-11B3-","221311609805","SHOT SHINING PT NV 38","https://www.dafy-moto.com/pantalon-contact-shining-shot-navy-jaune.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","CASQUES","INTEGRAUX TOUT-TERRAIN","0222302999060","A0I-21D1-","022230299906","SHOT SHOCK DECO L","https://www.dafy-moto.com/casque-shock-shot-noir-blanc.html","SHOT","POWER SPORTS","991.67 Dh","1,190.00 Dh","000009","0.00","000009","","000000","","NOIR, BLANC","L","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","CASQUES","INTEGRAUX TOUT-TERRAIN","0222302999053","A0I-21D1-","022230299905","SHOT SHOCK DECO M","https://www.dafy-moto.com/casque-shock-shot-noir-blanc.html","SHOT","POWER SPORTS","991.67 Dh","1,190.00 Dh","000010","0.00","000010","","000000","","NOIR, BLANC","M","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","CASQUES","INTEGRAUX TOUT-TERRAIN","0222302999077","A0I-21D1-","022230299907","SHOT SHOCK DECO XL","https://www.dafy-moto.com/casque-shock-shot-noir-blanc.html","SHOT","POWER SPORTS","991.67 Dh","1,190.00 Dh","000010","0.00","000010","","000000","","NOIR, BLANC","XL","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PROTECTION PILOTES","2202419001021","A0D-11S8-A01","220241900102","SHOT SHORTY PROT18 N 32","plus en ligne, conserver la fiche produit actuelle","","POWER SPORTS","658.33 Dh","790.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","2/9/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001112","A0A-13C1-A01","225257600111","SHOT SLAM G  BK 10","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000005","0.00","000005","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001136","A0A-13C1-A01","225257600113","SHOT SLAM G  BK 11","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000006","0.00","000006","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001150","A0A-13C1-A01","225257600115","SHOT SLAM G  BK 12","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000005","0.00","000005","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001204","A0A-13C1-A01","225257600120","SHOT SLAM G  BK 13","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000004","0.00","000004","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001075","A0A-13C1-A01","225257600107","SHOT SLAM G  BK 8","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000003","0.00","000003","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252576001099","A0A-13C1-A01","225257600109","SHOT SLAM G  BK 9","https://www.dafy-moto.com/gants-devo-slam-shot-noir-blanc.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000004","0.00","000004","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213004060","A0A-12C1-","222421300406","SHOT SLAM ML GR L","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-gris.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213004053","A0A-12C1-","222421300405","SHOT SLAM ML GR M","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-gris.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213004046","A0A-12C1-","222421300404","SHOT SLAM ML GR S","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-gris.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213004077","A0A-12C1-","222421300407","SHOT SLAM ML GR XL","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-gris.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213004084","A0A-12C1-","222421300408","SHOT SLAM ML GR XXL","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-gris.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030090","A0A-12C1-","222421303009","SHOT SLAM ML O 3XL","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030069","A0A-12C1-","222421303006","SHOT SLAM ML O L","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000003","0.00","000003","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030052","A0A-12C1-","222421303005","SHOT SLAM ML O M","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030045","A0A-12C1-","222421303004","SHOT SLAM ML O S","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030076","A0A-12C1-","222421303007","SHOT SLAM ML O XL","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT MAILLOT","2224213030083","A0A-12C1-","222421303008","SHOT SLAM ML O XXL","https://www.dafy-moto.com/maillot-devo-slam-shot-noir-orange.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000004","0.00","000004","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004205","A0A-11C1-","221311900420","SHOT SLAM PT GR 28","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004014","A0A-11C1-","221311900401","SHOT SLAM PT GR 30","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004021","A0A-11C1-","221311900402","SHOT SLAM PT GR 32","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004038","A0A-11C1-","221311900403","SHOT SLAM PT GR 34","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004045","A0A-11C1-","221311900404","SHOT SLAM PT GR 36","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004052","A0A-11C1-","221311900405","SHOT SLAM PT GR 38","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004069","A0A-11C1-","221311900406","SHOT SLAM PT GR 40","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119004076","A0A-11C1-","221311900407","SHOT SLAM PT GR 42","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-gris.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030211","A0A-11C1-","221311903021","SHOT SLAM PT O 26","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030204","A0A-11C1-","221311903020","SHOT SLAM PT O 28","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030013","A0A-11C1-","221311903001","SHOT SLAM PT O 30","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030020","A0A-11C1-","221311903002","SHOT SLAM PT O 32","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030037","A0A-11C1-","221311903003","SHOT SLAM PT O 34","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000003","0.00","000003","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030044","A0A-11C1-","221311903004","SHOT SLAM PT O 36","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030051","A0A-11C1-","221311903005","SHOT SLAM PT O 38","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000003","0.00","000003","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030068","A0A-11C1-","221311903006","SHOT SLAM PT O 40","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT PANTALON","2213119030075","A0A-11C1-","221311903007","SHOT SLAM PT O 42","https://www.dafy-moto.com/pantalon-devo-slam-shot-noir-orange.html","","POWER SPORTS","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT VESTE","2231383068075","A0A-15B1-","223138306807","SHOT SOFTSHLITE2 BW XL","https://www.dafy-moto.com/veste-softshell-lite-shot-gris-noir-blanc.html","SHOT","POWER SPORTS","1,658.33 Dh","1,990.00 Dh","000002","0.00","000002","","000000","","NOIR,BLANC","XL","020.0 %","0.00","","","","5/22/2021","","Oui","Oui",""
"Pilote","TOUT-TERRAIN PILOTE","TT GANTS","2252575001113","A0A-13B4-","225257500111","SHOT SPIRIT G  BK 10","https://www.dafy-moto.com/gants-contact-spirit-shot-noir.html","","POWER SPORTS","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/12/2021","","Oui","Oui",""
